,HEFAMINC,HRNUMHOU,HRHTYPE,PTDTRACE,PREMPNOT,PRCHLD,HETS2O,HETS6O,HETS8CO,HESP1,HETSP3O
100216,12,2,1,1,1,0,90,-1,-1,-1,-1
100217,12,2,1,1,1,0,90,-1,-1,-1,-1
100218,9,3,2,1,-1,2,-1,-1,-1,2,-1
100219,9,3,2,1,1,2,-1,-1,-1,2,-1
100220,9,3,2,1,-1,0,-1,-1,-1,2,-1
100221,14,1,6,2,1,0,130,20,-1,-1,-1
100222,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
100223,6,3,1,2,1,0,130,20,-1,2,-1
100224,6,3,1,2,4,0,130,20,-1,2,-1
100225,6,3,1,2,1,0,130,20,-1,2,-1
100226,6,4,4,2,1,4,160,60,120,2,-1
100227,6,4,4,2,4,0,160,60,120,2,-1
100228,6,4,4,2,4,0,160,60,120,2,-1
100229,6,4,4,2,4,0,160,60,120,2,-1
100230,1,2,1,2,1,0,100,20,-1,1,648
100231,1,2,1,2,2,0,100,20,-1,1,648
100232,1,1,7,2,4,0,30,-1,-1,1,350
100233,16,3,1,1,1,4,-1,-1,-1,-1,-1
100234,16,3,1,1,4,4,-1,-1,-1,-1,-1
100235,16,3,1,1,4,0,-1,-1,-1,-1,-1
100236,6,2,4,2,1,0,150,20,50,1,180
100237,6,2,4,2,4,0,150,20,50,1,180
100238,15,2,6,1,1,0,150,100,-1,-1,-1
100239,15,2,6,1,1,0,150,100,-1,-1,-1
100240,5,1,6,2,4,0,30,-1,-1,1,90
100241,3,1,6,2,4,0,-1,-1,40,1,40
100242,13,2,1,1,1,0,-1,-1,-1,-1,-1
100243,13,2,1,1,1,0,-1,-1,-1,-1,-1
100244,6,1,7,1,4,0,-1,-1,-1,-1,-1
100245,12,2,1,1,1,0,-1,-1,-1,-1,-1
100246,12,2,1,1,1,0,-1,-1,-1,-1,-1
100247,5,2,1,1,4,0,150,40,60,2,-1
100248,5,2,1,1,4,0,150,40,60,2,-1
100249,11,1,7,1,4,0,-1,20,10,2,-1
100250,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
100251,6,1,7,2,1,0,70,10,-1,2,-1
100252,9,1,6,1,4,0,100,-1,-1,-1,-1
100253,12,3,1,2,4,0,120,30,-1,-1,-1
100254,12,3,1,2,1,0,120,30,-1,-1,-1
100255,12,3,1,2,4,0,120,30,-1,-1,-1
100256,14,4,1,2,1,3,150,20,-1,-1,-1
100257,14,4,1,2,1,3,150,20,-1,-1,-1
100258,14,4,1,2,-1,0,150,20,-1,-1,-1
100259,14,4,1,2,-1,0,150,20,-1,-1,-1
100260,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
100261,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
104574,10,2,6,2,1,0,120,-1,-1,-1,-1
104575,10,2,6,2,1,0,120,-1,-1,-1,-1
104576,6,1,7,1,4,0,-1,-1,-1,-1,-1
104577,15,2,1,2,1,0,450,100,-1,-1,-1
104578,15,2,1,2,1,0,450,100,-1,-1,-1
104579,3,1,7,2,4,0,220,-1,-1,1,70
104580,14,3,1,1,1,3,80,40,-1,-1,-1
104581,14,3,1,4,4,3,80,40,-1,-1,-1
104582,14,3,1,8,-1,0,80,40,-1,-1,-1
104583,14,3,4,1,4,0,180,90,-1,-1,-1
104584,14,3,4,1,1,0,180,90,-1,-1,-1
104585,14,3,4,1,4,0,180,90,-1,-1,-1
104586,14,4,1,1,1,4,220,40,-1,-1,-1
104587,14,4,1,1,1,4,220,40,-1,-1,-1
104588,14,4,1,1,4,0,220,40,-1,-1,-1
104589,14,4,1,1,-1,0,220,40,-1,-1,-1
104590,8,3,4,2,1,3,-1,-1,-1,-1,-1
104591,8,3,4,2,-1,0,-1,-1,-1,-1,-1
104592,8,3,4,2,4,0,-1,-1,-1,-1,-1
104593,7,1,7,2,1,0,-1,-1,-1,-1,-1
104594,11,3,1,1,1,0,-1,-1,-1,-1,-1
104595,11,3,1,1,4,0,-1,-1,-1,-1,-1
104596,11,3,1,1,1,0,-1,-1,-1,-1,-1
104597,3,2,4,1,4,3,-1,-1,30,2,-1
104598,3,2,4,1,-1,0,-1,-1,30,2,-1
104599,8,5,1,2,1,4,-1,-1,-1,-1,-1
104600,8,5,1,2,4,4,-1,-1,-1,-1,-1
104601,8,5,1,2,4,0,-1,-1,-1,-1,-1
104602,8,5,1,2,4,0,-1,-1,-1,-1,-1
104603,8,5,1,2,-1,0,-1,-1,-1,-1,-1
104604,13,5,3,2,1,3,-1,-1,-1,-1,-1
104605,13,5,3,2,4,0,-1,-1,-1,-1,-1
104606,13,5,3,2,-1,0,-1,-1,-1,-1,-1
104607,13,5,3,2,-1,0,-1,-1,-1,-1,-1
104608,13,5,3,2,1,0,-1,-1,-1,-1,-1
104609,6,1,7,1,4,0,-1,-1,-1,-1,-1
104610,12,1,6,1,1,0,-1,50,-1,-1,-1
104611,15,6,1,1,1,3,150,170,-1,-1,-1
104612,15,6,1,1,1,3,150,170,-1,-1,-1
104613,15,6,1,1,1,0,150,170,-1,-1,-1
104614,15,6,1,1,-1,0,150,170,-1,-1,-1
104615,15,6,1,1,-1,0,150,170,-1,-1,-1
104616,15,6,1,1,-1,0,150,170,-1,-1,-1
104617,13,5,1,1,4,11,230,30,-1,2,-1
104618,13,5,1,1,1,11,230,30,-1,2,-1
104619,13,5,1,1,-1,0,230,30,-1,2,-1
104620,13,5,1,1,-1,0,230,30,-1,2,-1
104621,13,5,1,1,-1,0,230,30,-1,2,-1
104622,7,6,1,1,1,1,130,10,-1,1,648
104623,7,6,1,1,4,1,130,10,-1,1,648
104624,7,6,1,1,-1,0,130,10,-1,1,648
104625,7,6,1,1,-1,0,130,10,-1,1,648
104626,7,6,1,1,4,0,130,10,-1,1,648
104627,7,6,1,1,4,0,130,10,-1,1,648
104628,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
104629,12,1,6,1,4,0,450,-1,-1,2,-1
104630,10,2,3,1,4,0,240,30,-1,2,-1
104631,10,2,3,1,1,0,240,30,-1,2,-1
104632,13,3,4,2,1,3,130,50,-1,-1,-1
104633,13,3,4,2,-1,0,130,50,-1,-1,-1
104634,13,3,4,2,-1,0,130,50,-1,-1,-1
104635,11,2,1,1,1,0,170,-1,-1,-1,-1
104636,11,2,1,1,1,0,170,-1,-1,-1,-1
104637,2,5,4,2,1,11,-1,150,-1,1,400
104638,2,5,4,2,-1,0,-1,150,-1,1,400
104639,2,5,4,2,-1,0,-1,150,-1,1,400
104640,2,5,4,2,-1,0,-1,150,-1,1,400
104641,2,5,4,2,-1,0,-1,150,-1,1,400
104642,15,2,1,1,1,0,150,100,-1,-1,-1
104643,15,2,1,1,1,0,150,100,-1,-1,-1
104644,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
108609,15,2,1,1,1,0,-1,-1,-1,-1,-1
108610,15,2,1,1,1,0,-1,-1,-1,-1,-1
108611,6,1,6,1,1,0,-1,-1,-1,-1,-1
108612,13,1,7,2,4,0,60,-1,30,-1,-1
108613,10,5,1,2,1,8,60,30,-1,1,540
108614,10,5,1,2,4,8,60,30,-1,1,540
108615,10,5,1,2,-1,0,60,30,-1,1,540
108616,10,5,1,2,-1,0,60,30,-1,1,540
108617,10,5,1,2,-1,0,60,30,-1,1,540
108618,10,2,4,2,1,0,-1,-1,-1,-1,-1
108619,10,2,4,2,4,0,-1,-1,-1,-1,-1
108620,10,3,3,2,4,2,80,-1,-1,2,-1
108621,10,3,3,2,-1,0,80,-1,-1,2,-1
108622,10,3,3,2,4,0,80,-1,-1,2,-1
108623,6,2,1,1,4,0,40,-1,-1,2,-1
108624,6,2,1,1,4,0,40,-1,-1,2,-1
108625,10,2,1,1,4,0,-1,-1,-1,-1,-1
108626,10,2,1,1,4,0,-1,-1,-1,-1,-1
108627,8,4,3,1,1,1,-1,30,100,2,-1
108628,8,4,3,1,1,0,-1,30,100,2,-1
108629,8,4,3,1,-1,0,-1,30,100,2,-1
108630,8,4,3,1,1,0,-1,30,100,2,-1
108631,10,2,4,1,4,0,170,4,-1,-1,-1
108632,10,2,4,1,1,0,170,4,-1,-1,-1
108633,15,4,1,1,1,0,450,100,-1,-1,-1
108634,15,4,1,1,1,0,450,100,-1,-1,-1
108635,15,4,1,1,1,0,450,100,-1,-1,-1
108636,15,4,1,1,4,0,450,100,-1,-1,-1
108637,11,3,3,1,1,3,100,70,-1,-1,-1
108638,11,3,3,1,-1,0,100,70,-1,-1,-1
108639,11,3,3,1,-1,0,100,70,-1,-1,-1
108640,14,2,1,1,1,0,140,50,-1,-1,-1
108641,14,2,1,1,1,0,140,50,-1,-1,-1
108642,9,2,1,2,4,0,-1,170,-1,2,-1
108643,9,2,1,2,4,0,-1,170,-1,2,-1
108644,15,5,1,1,1,0,-1,-1,-1,-1,-1
108645,15,5,1,1,1,0,-1,-1,-1,-1,-1
108646,15,5,1,1,1,0,-1,-1,-1,-1,-1
108647,15,5,1,1,1,0,-1,-1,-1,-1,-1
108648,15,5,1,1,4,0,-1,-1,-1,-1,-1
108649,13,2,1,2,4,0,130,30,-1,2,-1
108650,13,2,1,2,1,0,130,30,-1,2,-1
108651,16,2,1,1,1,0,90,160,-1,-1,-1
108652,16,2,1,1,1,0,90,160,-1,-1,-1
108653,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
108654,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
108655,14,2,6,1,1,0,200,100,-1,-1,-1
108656,14,2,6,1,1,0,200,100,-1,-1,-1
108657,12,2,6,1,1,0,150,50,-1,-1,-1
108658,12,2,6,1,1,0,150,50,-1,-1,-1
108659,6,3,4,2,4,0,200,-1,-1,1,648
108660,6,3,4,2,4,0,200,-1,-1,1,648
108661,6,3,4,2,4,0,200,-1,-1,1,648
108662,9,5,4,1,1,2,300,-1,-1,-1,-1
108663,9,5,4,1,1,0,300,-1,-1,-1,-1
108664,9,5,4,1,4,0,300,-1,-1,-1,-1
108665,9,5,4,1,-1,0,300,-1,-1,-1,-1
108666,9,5,4,1,-1,0,300,-1,-1,-1,-1
108667,2,3,3,2,4,10,-1,-1,-1,-1,-1
108668,2,3,3,2,4,0,-1,-1,-1,-1,-1
108669,2,3,3,2,-1,0,-1,-1,-1,-1,-1
108670,5,1,6,2,1,0,20,-1,20,2,-1
108671,14,1,6,2,1,0,-1,-1,-1,-1,-1
108672,12,4,3,2,1,3,-1,-1,-1,-1,-1
108673,12,4,3,2,4,0,-1,-1,-1,-1,-1
108674,12,4,3,2,-1,0,-1,-1,-1,-1,-1
108675,12,4,3,2,-1,0,-1,-1,-1,-1,-1
108676,13,2,1,2,1,0,200,100,100,2,-1
108677,13,2,1,2,1,0,200,100,100,2,-1
108678,14,1,7,2,1,0,80,-1,70,-1,-1
108679,8,4,1,1,1,4,-1,-1,-1,-1,-1
108680,8,4,1,1,1,4,-1,-1,-1,-1,-1
108681,8,4,1,1,-1,0,-1,-1,-1,-1,-1
108682,8,4,1,1,-1,0,-1,-1,-1,-1,-1
108683,5,1,6,1,1,0,-1,-1,-1,-1,-1
108684,14,3,1,1,1,2,-1,-1,-1,-1,-1
108685,14,3,1,1,1,2,-1,-1,-1,-1,-1
108686,14,3,1,1,-1,0,-1,-1,-1,-1,-1
108687,9,2,1,2,4,0,-1,-1,-1,-1,-1
108688,9,2,1,2,4,0,-1,-1,-1,-1,-1
108689,9,1,7,2,1,0,-1,-1,-1,-1,-1
108690,5,3,3,2,1,0,-1,-1,-1,2,-1
108691,5,3,3,2,4,0,-1,-1,-1,2,-1
108692,5,3,3,2,4,0,-1,-1,-1,2,-1
108693,13,5,1,2,1,0,-1,-1,-1,-1,-1
108694,13,5,1,2,1,0,-1,-1,-1,-1,-1
108695,13,5,1,2,4,0,-1,-1,-1,-1,-1
108696,13,5,1,2,4,0,-1,-1,-1,-1,-1
108697,13,5,1,2,4,0,-1,-1,-1,-1,-1
108698,8,2,7,2,2,0,200,-1,-1,2,-1
108699,8,2,7,2,1,0,200,-1,-1,2,-1
108700,9,5,1,2,4,10,250,-1,-1,2,-1
108701,9,5,1,2,1,10,250,-1,-1,2,-1
108702,9,5,1,2,4,0,250,-1,-1,2,-1
108703,9,5,1,2,4,0,250,-1,-1,2,-1
108704,9,5,1,2,-1,0,250,-1,-1,2,-1
108705,14,5,1,1,1,10,-1,-1,-1,-1,-1
108706,14,5,1,1,1,10,-1,-1,-1,-1,-1
108707,14,5,1,1,4,0,-1,-1,-1,-1,-1
108708,14,5,1,1,4,0,-1,-1,-1,-1,-1
108709,14,5,1,1,-1,0,-1,-1,-1,-1,-1
108710,14,3,1,1,1,4,200,50,-1,-1,-1
108711,14,3,1,1,1,4,200,50,-1,-1,-1
108712,14,3,1,1,4,0,200,50,-1,-1,-1
108713,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
108714,15,1,7,1,1,0,-1,40,-1,-1,-1
108715,7,1,7,1,4,0,40,-1,20,2,-1
108716,7,2,1,2,1,0,200,20,-1,2,-1
108717,7,2,1,2,1,0,200,20,-1,2,-1
108718,12,2,1,1,1,0,-1,-1,-1,-1,-1
108719,12,2,1,1,1,0,-1,-1,-1,-1,-1
108720,14,2,1,1,1,0,80,50,-1,-1,-1
108721,14,2,1,1,4,0,80,50,-1,-1,-1
108722,12,3,1,1,1,0,180,-1,-1,-1,-1
108723,12,3,1,1,1,0,180,-1,-1,-1,-1
108724,12,3,1,1,1,0,180,-1,-1,-1,-1
108725,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
108726,11,4,1,1,1,4,-1,-1,-1,-1,-1
108727,11,4,1,1,1,4,-1,-1,-1,-1,-1
108728,11,4,1,1,4,0,-1,-1,-1,-1,-1
108729,11,4,1,1,4,0,-1,-1,-1,-1,-1
108730,7,5,3,1,4,0,-1,-1,-1,-1,-1
108731,7,5,3,1,1,3,-1,-1,-1,-1,-1
108732,7,5,3,1,4,3,-1,-1,-1,-1,-1
108733,7,5,3,1,-1,0,-1,-1,-1,-1,-1
108734,7,5,3,1,-1,0,-1,-1,-1,-1,-1
108735,12,1,6,1,1,0,-1,-1,-1,-1,-1
108736,15,3,1,1,1,3,130,40,-1,-1,-1
108737,15,3,1,1,1,3,130,40,-1,-1,-1
108738,15,3,1,1,-1,0,130,40,-1,-1,-1
113008,9,2,1,6,4,0,230,30,-1,-1,-1
113009,9,2,1,6,4,0,230,30,-1,-1,-1
113010,10,5,1,2,1,0,140,100,-1,-1,-1
113011,10,5,1,2,1,0,140,100,-1,-1,-1
113012,10,5,1,2,4,0,140,100,-1,-1,-1
113013,10,5,1,2,1,2,140,100,-1,-1,-1
113014,10,5,1,2,-1,0,140,100,-1,-1,-1
113015,12,3,1,1,1,0,150,20,-1,-1,-1
113016,12,3,1,1,1,0,150,20,-1,-1,-1
113017,12,3,1,1,1,0,150,20,-1,-1,-1
113018,6,7,4,2,2,8,200,200,-1,1,500
113019,6,7,4,2,4,0,200,200,-1,1,500
113020,6,7,4,2,4,0,200,200,-1,1,500
113021,6,7,4,2,-1,0,200,200,-1,1,500
113022,6,7,4,2,-1,0,200,200,-1,1,500
113023,6,7,4,2,4,0,200,200,-1,1,500
113024,6,7,4,2,-1,0,200,200,-1,1,500
113025,12,2,1,1,1,0,200,-1,-1,-1,-1
113026,12,2,1,1,4,0,200,-1,-1,-1,-1
113027,14,5,1,1,1,10,-1,-1,-1,-1,-1
113028,14,5,1,1,1,10,-1,-1,-1,-1,-1
113029,14,5,1,1,4,1,-1,-1,-1,-1,-1
113030,14,5,1,1,-1,0,-1,-1,-1,-1,-1
113031,14,5,1,1,-1,0,-1,-1,-1,-1,-1
113032,6,2,4,1,1,4,-1,-1,-1,-1,-1
113033,6,2,4,1,4,0,-1,-1,-1,-1,-1
113034,3,1,6,1,1,0,-1,-1,-1,-1,-1
113035,3,1,7,1,1,0,-1,-1,80,2,-1
113036,6,1,6,1,4,0,80,-1,-1,2,-1
113037,4,1,7,5,4,0,-1,30,-1,2,-1
113038,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
113039,12,1,6,2,1,0,-1,-1,-1,2,-1
113040,14,2,1,2,4,0,150,30,-1,-1,-1
113041,14,2,1,2,4,0,150,30,-1,-1,-1
113042,12,2,1,1,4,0,80,-1,-1,-1,-1
113043,12,2,1,1,4,0,80,-1,-1,-1,-1
113044,15,2,2,1,1,0,-1,-1,-1,-1,-1
113045,15,2,2,1,-1,0,-1,-1,-1,-1,-1
113046,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
113047,11,3,4,2,4,8,140,40,-1,-1,-1
113048,11,3,4,2,-1,0,140,40,-1,-1,-1
113049,11,3,4,2,-1,0,140,40,-1,-1,-1
113050,11,2,6,1,1,0,140,30,-1,-1,-1
113051,11,2,6,1,4,0,140,30,-1,-1,-1
113052,5,4,1,2,1,0,-1,-1,-1,-1,-1
113053,5,4,1,2,1,0,-1,-1,-1,-1,-1
113054,5,4,1,2,1,0,-1,-1,-1,-1,-1
113055,5,4,1,2,1,0,-1,-1,-1,-1,-1
113056,15,2,1,1,1,0,160,110,-1,-1,-1
113057,15,2,1,1,1,0,160,110,-1,-1,-1
113058,14,4,1,1,1,3,150,50,-1,-1,-1
113059,14,4,1,1,1,3,150,50,-1,-1,-1
113060,14,4,1,1,-1,0,150,50,-1,-1,-1
113061,14,4,1,1,-1,0,150,50,-1,-1,-1
113062,1,1,7,2,4,0,-1,-1,-1,1,170
113063,8,4,1,2,2,5,-1,-1,-1,-1,-1
113064,8,4,1,2,1,5,-1,-1,-1,-1,-1
113065,8,4,1,2,-1,0,-1,-1,-1,-1,-1
113066,8,4,1,2,-1,0,-1,-1,-1,-1,-1
113067,4,1,6,2,4,0,-1,-1,-1,2,-1
113068,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
113069,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
113070,6,2,1,1,1,0,240,60,-1,-1,-1
113071,6,2,1,1,1,0,240,60,-1,-1,-1
113072,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
113073,7,1,6,2,4,0,90,20,-1,2,-1
113074,7,1,7,2,1,0,120,30,-1,-1,-1
113075,10,4,4,1,1,3,-1,-1,-1,-1,-1
113076,10,4,4,1,1,0,-1,-1,-1,-1,-1
113077,10,4,4,1,1,0,-1,-1,-1,-1,-1
113078,10,4,4,1,-1,0,-1,-1,-1,-1,-1
113079,9,3,3,1,1,3,-1,-1,-1,-1,-1
113080,9,3,3,1,-1,0,-1,-1,-1,-1,-1
113081,9,3,3,1,4,0,-1,-1,-1,-1,-1
114668,9,3,1,1,1,4,300,50,-1,2,-1
114669,9,3,1,1,4,4,300,50,-1,2,-1
114670,9,3,1,1,4,0,300,50,-1,2,-1
114671,11,2,4,2,1,3,-1,-1,-1,-1,-1
114672,11,2,4,2,-1,0,-1,-1,-1,-1,-1
114673,11,1,6,2,1,0,40,40,-1,-1,-1
114674,7,1,7,1,1,0,-1,-1,-1,-1,-1
114675,12,1,7,2,1,0,-1,40,-1,-1,-1
114676,12,4,4,1,1,6,-1,-1,-1,-1,-1
114677,12,4,4,1,-1,0,-1,-1,-1,-1,-1
114678,12,4,4,1,-1,0,-1,-1,-1,-1,-1
114679,12,4,4,1,-1,0,-1,-1,-1,-1,-1
114680,10,4,1,1,1,2,-1,-1,-1,-1,-1
114681,10,4,1,1,1,2,-1,-1,-1,-1,-1
114682,10,4,1,1,-1,0,-1,-1,-1,-1,-1
114683,10,4,1,1,-1,0,-1,-1,-1,-1,-1
114684,1,2,4,1,4,0,60,-1,-1,2,-1
114685,1,2,4,1,-1,0,60,-1,-1,2,-1
114686,1,1,7,1,4,0,-1,-1,-1,-1,-1
114687,10,2,1,2,1,0,-1,-1,-1,-1,-1
114688,10,2,1,2,1,0,-1,-1,-1,-1,-1
114689,6,3,4,2,1,1,-1,-1,-1,-1,-1
114690,6,3,4,2,4,0,-1,-1,-1,-1,-1
114691,6,3,4,2,-1,0,-1,-1,-1,-1,-1
114692,8,4,1,1,1,0,200,50,-1,2,-1
114693,8,4,1,1,1,0,200,50,-1,2,-1
114694,8,4,1,1,1,0,200,50,-1,2,-1
114695,8,4,1,1,1,0,200,50,-1,2,-1
114696,12,3,1,1,1,1,-1,-1,-1,-1,-1
114697,12,3,1,1,1,1,-1,-1,-1,-1,-1
114698,12,3,1,1,-1,0,-1,-1,-1,-1,-1
114699,10,1,7,1,1,0,-1,-1,-1,-1,-1
114700,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
114701,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
114702,1,1,6,1,4,0,-1,-1,-1,-1,-1
114703,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
114704,9,1,7,2,1,0,50,10,-1,-1,-1
114705,9,1,7,1,1,0,-1,-1,-1,-1,-1
114706,11,2,1,1,4,0,-1,-1,-1,-1,-1
114707,11,2,1,1,4,0,-1,-1,-1,-1,-1
114708,14,3,1,2,1,4,50,20,20,2,-1
114709,14,3,1,2,1,4,50,20,20,2,-1
114710,14,3,1,2,-1,0,50,20,20,2,-1
114711,16,3,1,2,1,0,40,20,-1,-1,-1
114712,16,3,1,2,1,0,40,20,-1,-1,-1
114713,16,3,1,2,-1,0,40,20,-1,-1,-1
114714,13,3,1,1,1,0,250,60,-1,-1,-1
114715,13,3,1,1,1,0,250,60,-1,-1,-1
114716,13,3,1,1,4,0,250,60,-1,-1,-1
116228,9,1,6,2,1,0,60,10,-1,2,-1
116229,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
116230,12,3,1,2,4,2,-1,-1,-1,-1,-1
116231,12,3,1,2,1,2,-1,-1,-1,-1,-1
116232,12,3,1,2,-1,0,-1,-1,-1,-1,-1
116233,7,2,4,2,4,4,120,40,40,2,-1
116234,7,2,4,2,1,0,120,40,40,2,-1
116235,11,1,6,2,1,0,100,20,-1,-1,-1
116236,4,2,4,1,4,4,-1,-1,-1,-1,-1
116237,4,2,4,1,4,0,-1,-1,-1,-1,-1
116238,14,2,1,1,1,0,-1,-1,-1,-1,-1
116239,14,2,1,1,4,0,-1,-1,-1,-1,-1
116240,13,5,3,2,1,0,100,150,200,2,-1
116241,13,5,3,2,1,4,100,150,200,2,-1
116242,13,5,3,2,4,0,100,150,200,2,-1
116243,13,5,3,2,4,0,100,150,200,2,-1
116244,13,5,3,2,4,0,100,150,200,2,-1
116245,4,2,4,2,4,0,-1,-1,-1,1,70
116246,4,2,4,2,4,0,-1,-1,-1,1,70
116247,6,2,3,2,4,0,-1,20,-1,1,20
116248,6,2,3,2,4,0,-1,20,-1,1,20
116249,1,2,1,1,4,0,-1,-1,-1,-1,-1
116250,1,2,1,1,4,0,-1,-1,-1,-1,-1
116251,14,4,1,1,4,4,-1,-1,-1,-1,-1
116252,14,4,1,1,4,4,-1,-1,-1,-1,-1
116253,14,4,1,1,4,0,-1,-1,-1,-1,-1
116254,14,4,1,1,4,0,-1,-1,-1,-1,-1
116255,12,3,1,2,1,0,200,20,-1,-1,-1
116256,12,3,1,2,1,0,200,20,-1,-1,-1
116257,12,3,1,2,4,0,200,20,-1,-1,-1
116258,11,3,4,2,1,4,-1,-1,-1,-1,-1
116259,11,3,4,2,4,0,-1,-1,-1,-1,-1
116260,11,3,4,2,1,0,-1,-1,-1,-1,-1
116261,14,2,1,2,4,0,120,40,-1,-1,-1
116262,14,2,1,2,1,0,120,40,-1,-1,-1
116263,5,4,3,2,2,6,180,40,40,1,280
116264,5,4,3,2,-1,0,180,40,40,1,280
116265,5,4,3,2,-1,0,180,40,40,1,280
116266,5,4,3,2,-1,0,180,40,40,1,280
116267,16,2,1,1,4,0,180,-1,-1,-1,-1
116268,16,2,1,1,4,0,180,-1,-1,-1,-1
116269,13,3,1,1,1,0,100,-1,-1,-1,-1
116270,13,3,1,1,1,0,100,-1,-1,-1,-1
116271,13,3,1,1,1,0,100,-1,-1,-1,-1
116272,14,3,1,2,1,0,100,80,80,2,-1
116273,14,3,1,2,1,0,100,80,80,2,-1
116274,14,3,1,2,-1,0,100,80,80,2,-1
120179,3,2,4,2,4,0,40,4,-1,1,20
120180,3,2,4,2,1,0,40,4,-1,1,20
120181,14,5,1,2,1,13,-1,-1,-1,-1,-1
120182,14,5,1,2,1,13,-1,-1,-1,-1,-1
120183,14,5,1,2,-1,0,-1,-1,-1,-1,-1
120184,14,5,1,2,-1,0,-1,-1,-1,-1,-1
120185,14,5,1,2,-1,0,-1,-1,-1,-1,-1
120186,12,3,4,1,1,0,-1,-1,-1,-1,-1
120187,12,3,4,1,1,0,-1,-1,-1,-1,-1
120188,12,3,4,1,-1,0,-1,-1,-1,-1,-1
120189,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120190,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120191,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120192,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120193,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120194,16,4,1,1,1,3,-1,-1,-1,-1,-1
120195,16,4,1,1,1,3,-1,-1,-1,-1,-1
120196,16,4,1,1,-1,0,-1,-1,-1,-1,-1
120197,16,4,1,1,-1,0,-1,-1,-1,-1,-1
120198,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
120199,10,3,4,1,4,0,80,-1,-1,2,-1
120200,10,3,4,1,1,0,80,-1,-1,2,-1
120201,10,3,4,1,4,0,80,-1,-1,2,-1
120202,10,2,4,2,1,0,40,20,-1,-1,-1
120203,10,2,4,2,4,0,40,20,-1,-1,-1
120204,12,2,3,1,1,3,100,50,-1,-1,-1
120205,12,2,3,1,-1,0,100,50,-1,-1,-1
120206,8,2,1,1,4,0,50,-1,40,2,-1
120207,8,2,1,1,1,0,50,-1,40,2,-1
120208,8,3,4,2,1,3,170,-1,-1,2,-1
120209,8,3,4,2,-1,0,170,-1,-1,2,-1
120210,8,3,4,2,-1,0,170,-1,-1,2,-1
120211,12,1,6,2,4,0,-1,-1,-1,-1,-1
120212,3,6,3,2,1,14,-1,-1,-1,-1,-1
120213,3,6,3,2,4,3,-1,-1,-1,-1,-1
120214,3,6,3,2,-1,0,-1,-1,-1,-1,-1
120215,3,6,3,2,-1,0,-1,-1,-1,-1,-1
120216,3,6,3,2,4,0,-1,-1,-1,-1,-1
120217,3,6,3,2,-1,0,-1,-1,-1,-1,-1
120218,6,2,1,2,1,0,80,10,-1,2,-1
120219,6,2,1,2,1,0,80,10,-1,2,-1
120220,12,4,4,1,4,0,-1,-1,-1,-1,-1
120221,12,4,4,1,1,3,-1,-1,-1,-1,-1
120222,12,4,4,1,1,3,-1,-1,-1,-1,-1
120223,12,4,4,1,-1,0,-1,-1,-1,-1,-1
120224,13,3,1,1,1,0,100,-1,-1,-1,-1
120225,13,3,1,1,1,0,100,-1,-1,-1,-1
120226,13,3,1,1,1,0,100,-1,-1,-1,-1
120227,9,2,1,1,4,0,-1,-1,-1,-1,-1
120228,9,2,1,1,1,0,-1,-1,-1,-1,-1
120229,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120230,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120231,15,3,4,2,1,10,-1,-1,-1,-1,-1
120232,15,3,4,2,4,0,-1,-1,-1,-1,-1
120233,15,3,4,2,-1,0,-1,-1,-1,-1,-1
120234,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120235,15,4,1,1,1,3,-1,-1,-1,-1,-1
120236,15,4,1,1,1,3,-1,-1,-1,-1,-1
120237,15,4,1,1,-1,0,-1,-1,-1,-1,-1
120238,15,4,1,1,-1,0,-1,-1,-1,-1,-1
120239,12,2,1,2,4,0,120,70,-1,-1,-1
120240,12,2,1,2,1,0,120,70,-1,-1,-1
